name,r,x,y,z
biso,0.05,0.023659091702574048,-0.03800183952450281,5.6400167533399275
biso,0.05,0.016917440523495572,0.00470250335023592,27.128386059598867
biso,0.05,0.024454670646089083,-0.06709236659437152,27.602291151375432
biso,0.05,-0.03399338790194204,-0.04764160059369821,16.891195816548755
biso,0.05,-0.006714983770138516,-0.04160691206819003,43.33618945846929
biso,0.05,-0.04092733220266946,0.05740629050025524,22.101225171323748
biso,0.05,0.06800543696269852,-0.06371155009058152,39.93387354652056
biso,0.05,0.02143929074739838,0.001245017856219846,5.174246451458415
biso,0.05,0.008746499730471285,-0.0542139857747893,43.91647808915743
biso,0.05,0.06393355501679439,0.04391008745224713,19.897271169962288
biso,0.05,-0.04965671184459175,0.054349537250569124,4.4615379332061655
biso,0.05,-0.035073409999732436,0.06270051981352574,36.4174735485415
biso,0.05,0.031645867269506425,0.0007974979401116772,24.769794795661777
biso,0.05,0.0038206149111464915,0.04029906742537989,14.195712523961276
biso,0.05,-0.006883583188151472,-0.051175927051229586,43.676763713880646
biso,0.05,-0.02404185439289179,-0.02455098367318674,14.688040879004532
biso,0.05,-0.05053309834882973,0.0035188910679931212,44.83804146635572
biso,0.05,-0.010657785454370995,-0.01548701043545462,31.355291644082968
biso,0.05,0.027238400041090044,-0.025225428833674443,41.82336377393691
biso,0.05,-0.05569931743473954,0.009993927767158267,20.23813646741404
biso,0.05,-0.01940360589352129,-0.01066936134337107,0.21946419456866356
biso,0.05,-0.04829911049809442,0.015320615578129831,20.606194395683666
biso,0.05,-0.012339811086139636,0.04577745962355606,33.75476569411636
biso,0.05,0.04769827003328836,-0.0087546236550618,18.811660587690834
biso,0.05,0.012682115442836026,-0.03130637003461009,11.713770896675912
biso,0.05,-0.04725296435535041,-0.05118204293353329,16.497153609296344
biso,0.05,0.047527976572214026,0.006176649143251986,44.33121994007064
biso,0.05,0.02370134735585054,-0.042208596551688043,19.31168304843152
biso,0.05,-0.011861153358158655,-0.04586134027026964,16.40126231793575
biso,0.05,-0.0026580312290819252,0.057314520083259504,37.93766101208151
