name,r,x,y,z
biso,0.05,0.8393206153396591,0.9819681239654119,491.3580848758679
biso,0.05,-0.971372084080617,-0.654676916655152,518.0774448509853
biso,0.05,1.0369879273950944,-0.9135834027329659,454.33556560870545
biso,0.05,0.3873829503945001,0.5130291714674933,488.72967039046716
biso,0.05,-0.022036480092033184,-0.16451374800178775,487.105538978075
biso,0.05,-0.9509014642323812,1.0911385336285817,491.18916796523604
biso,0.05,0.5338649473475356,-0.23881294958184096,528.3127689008516
biso,0.05,-0.8356827979463095,0.22385143325858947,489.80385872339633
biso,0.05,-0.3302529836435779,-0.5351863106656922,495.1081097071567
biso,0.05,-1.0572565325776262,1.1060654675473383,455.2669744689453
biso,0.05,-0.8491319111493434,0.2697968015914758,527.3195731353799
biso,0.05,0.5507248436745422,1.1565705853209622,517.8566930926737
biso,0.05,-1.1462810105004988,0.6474671358660649,462.47427488577233
biso,0.05,-1.0905599756299091,-0.04346911596770675,458.62164139496315
biso,0.05,-0.2946060026574542,0.3643511636619583,525.6852427200367
biso,0.05,-0.9570990039149546,-0.03260171385438748,524.3462075012628
biso,0.05,0.1752962828752791,0.5605985612282862,506.36977379424525
biso,0.05,-1.0399952817590161,-0.09451262681725359,512.97791697182
biso,0.05,1.0529751728749326,0.22977093099020007,521.173222290261
biso,0.05,0.4860048616206958,0.9591932004420163,484.1896777518128
biso,0.05,-0.164909637298834,-0.6608679484012493,486.29619182504166
biso,0.05,0.29652772132213756,-0.3256109226927858,460.67978052885877
biso,0.05,0.30366382184688523,0.09860490294481306,496.1236298454068
biso,0.05,0.8507161293245198,0.3174867673565771,478.4561450068542
biso,0.05,0.1419522624581515,-1.0477800560896304,509.35859717441696
biso,0.05,-0.9757387290688044,0.8545880751751245,500.1729025059054
biso,0.05,0.857674068653079,-0.12830505912869028,524.8392995034352
biso,0.05,0.4045249725027966,-0.8118551769974218,499.1993270233286
biso,0.05,0.4188411375936463,0.7876098833451428,480.89057200320656
biso,0.05,-0.3118663348074252,0.5214529797042573,454.59977851022074
biso,0.05,0.2466843715899405,-1.0364423266029072,499.5297253892978
biso,0.05,-0.9268419211131541,0.033197053477642235,481.7000193602074
biso,0.05,1.1581581762168658,-0.16709126158595167,525.6412549176495
biso,0.05,-0.6768650261900381,-0.1795571095204035,483.1787679580979
biso,0.05,-0.1797981421856092,0.7331479139389823,459.9811226044366
biso,0.05,0.43835030917514417,-1.129292412755118,500.3802575179805
biso,0.05,-0.07563957971145463,0.519862503694605,464.9650506274575
biso,0.05,-0.7844521867068898,0.07095599905131844,458.0177817619608
biso,0.05,-0.45087129723471775,-0.6144514683913278,523.4296292480358
biso,0.05,0.7147254053044352,-1.048153908302155,486.84100322632236
biso,0.05,0.8069855278881573,-0.19102167464810993,506.72267789862843
biso,0.05,0.05964026932070765,0.971716248425762,495.1141250032476
biso,0.05,-0.2522929676869675,-0.31197898360688947,469.35581951476286
biso,0.05,-0.3673746996449634,0.9820527811796498,463.97934754446106
biso,0.05,1.0307497432965511,-1.1074028576436956,531.6087829767281
biso,0.05,-1.0735327356361406,0.3961770734573389,458.2810466927073
biso,0.05,1.1066559389529487,-0.1594595743366951,523.4650373233767
biso,0.05,1.0119807365147588,-0.7027165478385251,476.02978321930766
biso,0.05,-0.24969721601068606,0.9775405677168507,452.88836477864254
biso,0.05,0.39755654343467284,0.09997805550796213,508.01972297884345
biso,0.05,1.132999123047592,1.1543232119032294,479.27987348888854
biso,0.05,-0.4115906665709774,-0.860165570510224,467.74386653776907
biso,0.05,-0.8228973985540624,0.36204877076638176,506.1162336055145
biso,0.05,-0.2653808598337539,0.37936611894331973,515.616332838054
biso,0.05,0.7486392092795184,0.9698768576491932,522.6486815484442
biso,0.05,-0.3576985392249046,-0.8122134912678836,511.35461129685007
biso,0.05,-0.851894389376706,0.9082355964053588,513.8957051799164
biso,0.05,-1.0727723293792246,-0.5661017230197343,467.1248972084105
biso,0.05,0.21099665871022233,1.1030229774766886,480.29424620457655
biso,0.05,0.7338568508020202,-0.2666429922613254,509.1793183395301
biso,0.05,-0.43101011324806904,0.2918341948359551,471.46349964026786
biso,0.05,-0.988297486628855,-0.6119236423571568,530.8499819182633
biso,0.05,-0.05645773069553406,-0.21863859973425837,482.0401966261353
biso,0.05,0.20860074351149183,0.9360292439223006,464.1828799607167
biso,0.05,0.9742595807449352,0.4345643010995637,502.01562845112886
biso,0.05,0.4657195865590902,0.6383720718739472,529.8584129704011
biso,0.05,0.7711797198167214,-0.4421069765549843,506.43806122966134
biso,0.05,0.13444468961956835,0.6798528815464466,469.6104957264847
biso,0.05,-0.5278732343054748,0.4743196412702144,497.02247773718807
biso,0.05,-0.4695798859745217,0.5255799268930088,470.7907766265417
biso,0.05,0.22388598750314936,-0.07767917866441354,450.982894611342
biso,0.05,-0.8302920503500004,0.1656358805083793,491.7563487246755
biso,0.05,0.4306973593438923,-0.7050369698423926,470.02931275627435
biso,0.05,1.1023948636274032,-0.20321807972341133,453.2733498315578
biso,0.05,-0.2829178570883344,-0.1630835955131038,514.4917930536831
