name,r,x,y,z
biso,0.05,0.5630914618356839,-0.32988153577132123,14.527172246228329
biso,0.05,0.085803100597583,-0.35426996970145924,20.524328500873224
biso,0.05,0.41002598815193214,-0.1591758744290812,25.481067649322423
biso,0.05,0.3814637846275901,-0.2967238835300341,8.014279258679833
biso,0.05,-0.5866645446323199,0.32979932719959115,35.02027556281765
biso,0.05,-0.26472090184086916,-0.4343156757780256,10.467960024105073
biso,0.05,0.1718625506783068,-0.04738362475432045,11.088275275194961
biso,0.05,0.28280344621977715,0.606572021110316,30.12420155871961
biso,0.05,0.522603548747105,0.23165144565455253,0.29039748266734833
biso,0.05,-0.19582719285464023,0.3234835141315351,2.992506862143115
biso,0.05,-0.4461509319772046,0.5539333613059134,10.528753373280686
biso,0.05,0.49900274892317054,-0.3848304058429904,23.485769567569104
biso,0.05,-0.009902923571857625,0.25215735937724415,13.594213427029723
biso,0.05,0.5436663985176167,-0.5131163204774559,3.9359228509044732
biso,0.05,0.35109367787317725,0.04623950197128357,18.14965669739908
biso,0.05,-0.04769430675848407,0.16672499729008383,35.93316686362045
biso,0.05,0.450361222355133,-0.576166080907207,29.44298559219403
biso,0.05,-0.616148054630283,-0.37387952984489486,29.874624140050553
biso,0.05,0.2678280630527078,-0.5362748625143556,18.682628687889817
biso,0.05,-0.018252587879701965,0.38909328608411453,25.383229775807866
biso,0.05,-0.2760192649025017,0.00024351916223463999,16.518017362867695
biso,0.05,-0.03556440327745913,0.12933989530542112,11.400264334409295
biso,0.05,-0.1674668855273314,-0.11613928952037289,42.40112084775315
biso,0.05,0.1975449536372864,-0.2790578899646181,21.162714054736842
biso,0.05,0.13689512453656916,0.015740054245879653,13.771283465748198
biso,0.05,0.6099285499015106,-0.5864962212041517,13.92642270614156
biso,0.05,0.4662664686541924,-0.17424459013118715,43.05434286565284
biso,0.05,-0.17496157566098058,0.36961605068249237,42.675904958433634
biso,0.05,0.2995851420182942,0.5360962524227209,33.11641573161642
