x,y,z
1.982602910717093936e-01,-5.843815707474835364e-01,8.813179957878980986e+02
6.949823687942503492e-01,-3.462841482137231086e-01,8.699621629401823384e+02
-1.627538080920445385e-01,2.631741853936325759e-01,8.698270242623701733e+02
-6.307663148148755505e-01,4.134046939694898670e-01,8.862875319996676353e+02
-6.790026666309256775e-02,4.335401164815891883e-01,8.418133020895398886e+02
-1.821549357316233353e-01,2.205988917551718886e-01,8.735275032711747372e+02
6.012682906270293559e-01,1.554156908866015652e-01,9.004125459546199863e+02
6.214452863172065245e-01,-2.178021984790152743e-01,9.113468376351161169e+02
4.539042886276841715e-01,5.489409949121594190e-01,8.525562925477951239e+02
5.628275345668377616e-01,-6.573215725461416525e-01,8.667905081551036801e+02
2.336774671679108240e-01,-1.706288677272718157e-01,8.352720168357393504e+02
4.991187277545922063e-01,4.866112859531873669e-01,8.782600782638605779e+02
5.228701686043889518e-01,6.856195157477437130e-01,8.872569761434608608e+02
1.712663839788559628e-01,4.059978595553602743e-01,8.907473310479736028e+02
2.568531460408219891e-01,-6.430001667077320793e-01,8.926416973669294066e+02
1.458882963302216007e-01,-4.679505414258322560e-01,8.649862342103371020e+02
-1.463855394964421741e-01,-4.774128077587214136e-02,8.887462733188763195e+02
-3.371708803512687425e-01,-6.748162659418842635e-01,8.570063640008471566e+02
2.633921643949573843e-01,-1.613901394568401093e-01,9.007899905303171408e+02
-4.938404368697091318e-02,6.149175108816281599e-01,9.084156994403494991e+02
4.044993369037802600e-01,-3.994560668174522156e-01,8.609204016358039553e+02
9.442579077031199031e-02,1.717777857311432177e-01,8.636512667057511408e+02
5.732578811895353565e-01,8.759977703196109022e-02,8.946937973039257486e+02
-4.445044672939014174e-01,-1.455119321714338776e-01,8.618955708512563660e+02
1.902881049707391137e-01,2.707633689785829967e-01,8.331453087257261814e+02
2.176502875649674040e-01,6.144713061729915049e-01,9.045532954191537556e+02
5.076249967215240577e-02,2.842582446041744815e-01,8.898176992847089650e+02
5.136853626044545207e-01,2.608638201835559167e-01,8.889787796887629838e+02
2.744498658208823771e-01,6.236429542863014541e-01,8.764032503299353039e+02
4.489824373206449115e-01,7.745702843138824178e-02,8.923982123264577240e+02
2.948106700203368957e-01,5.430010063598844638e-02,8.542253798111757987e+02
-1.779738481265388250e-01,3.584024255679302273e-01,9.050780951044133644e+02
-7.197687302700048750e-01,6.962489692696701704e-01,9.036739703254205551e+02
6.910878328395789749e-01,1.128255294031527134e-01,8.872178277368487898e+02
4.266906375625977299e-01,2.834667919499859190e-01,8.523471531852063663e+02
-2.212668920335412182e-01,-1.976605102475745834e-01,8.332794860218202757e+02
-1.144122842369007520e-01,-6.554500068031219318e-01,8.386913450164165624e+02
2.606361711221548694e-01,-6.470992913077402431e-01,8.664206298719949473e+02
-7.034585103496474590e-01,-2.928120636863367210e-01,9.107934367269539280e+02
7.649421646918419526e-02,-5.577658514386770738e-01,8.422629543947658703e+02
-3.859987615870527633e-01,1.915609766241237466e-01,8.997966233632744206e+02
6.905164333920449371e-01,5.535612404549637988e-01,8.767333437417984214e+02
-2.097291046837190809e-02,-2.435418535782918337e-02,9.040051149266447510e+02
