x,y,z
-5.146352558299760460e-02,-2.125907935200950505e-01,3.753652739182032292e+02
1.975660271664704259e-01,-3.206753764516734329e-02,3.685712712464500100e+02
8.120129447699703240e-02,1.812320778470853933e-01,3.813514048796275802e+02
-7.494552534921955500e-02,-2.698040966621447767e-01,3.983668395645377700e+02
-9.639682727096865467e-03,-3.663286782775715400e-02,3.997120770610196132e+02
1.226489526425633692e-02,-6.225365682366718056e-02,3.678874075068506500e+02
-9.391190538676186250e-02,1.547049448645804182e-01,3.811498955563769755e+02
-2.506963077463449929e-01,-1.056090344963322436e-01,3.838406697230152531e+02
-2.613976030992233301e-01,1.661087853648155477e-01,4.054097128425212304e+02
1.828869185562187472e-02,-1.413416408405735181e-01,3.893078358373115861e+02
1.744828797429679446e-01,2.737439990573555804e-01,3.802022044998283832e+02
-1.316923191158242412e-02,-2.702058802365091550e-01,3.763118565382628162e+02
-2.682998896445176751e-01,-3.336602891496853740e-02,3.913022019080462996e+02
1.065009173581871194e-02,-2.491982319319523964e-01,4.086164521946853938e+02
-1.947203409512094918e-01,-2.893512968247273776e-01,3.973268634758252915e+02
-2.875084519017589435e-01,-7.152563503087350227e-02,3.915423654780540232e+02
1.280305351549282378e-02,1.111612153830868754e-01,3.957430738173555937e+02
-2.428103931602195453e-01,-3.629775560993753203e-03,4.063724375290774447e+02
-4.831562247025394941e-02,1.198617510192766522e-01,4.002922031523719966e+02
-2.668850622204702594e-01,-1.209836600741149848e-01,3.670008605324305790e+02
-2.593562136657788786e-01,-2.187540954191191100e-01,3.860800329297833287e+02
-2.222156850278013407e-01,1.887824070229008333e-01,3.669246005166336886e+02
-2.546927395157051466e-01,2.634484648864918732e-01,3.985921992736030006e+02
-8.849096238366549461e-03,-1.336814504150074523e-03,3.719547063300062746e+02
-1.813258860699996367e-01,2.889078766087654904e-02,3.865510618615939507e+02
1.747407471259108114e-01,1.480721238210298552e-01,3.676168607834029558e+02
-7.875471114509158266e-02,1.956178908820979112e-01,3.811557983069523061e+02
1.107363087013925607e-01,-2.112456192062029392e-01,4.060665897675805809e+02
-7.628042203908835805e-02,-1.299832347778806796e-01,3.971385801448413986e+02
-1.789760062629472959e-01,-2.361035859872054332e-01,3.976962021045379743e+02
9.701263254351999432e-03,1.724265102366001612e-01,3.908872319668881801e+02
-1.998803904824138500e-01,2.278645853850759240e-01,3.848124929910055130e+02
-1.034094228510115121e-01,1.776640164341125594e-01,3.767508673504944454e+02
7.693219702344711308e-03,-1.514981384580952883e-01,3.916734909301488301e+02
9.635097036593337494e-02,1.888318765699291690e-01,3.658257084161625698e+02
-2.351057385841173186e-01,6.468702026517930692e-02,3.968475363856969125e+02
1.298346808935499364e-01,6.662494986162104116e-02,4.027246233132589737e+02
2.123387218112443575e-01,-1.642782328092948774e-01,3.949397130629745334e+02
-2.562579774595581394e-01,4.787259068323929112e-02,3.984112138080673162e+02
1.750189431743690571e-01,-2.545076367656873839e-01,3.888169864344612847e+02
1.461735452295517268e-01,2.912171099810630936e-01,3.918988156084274692e+02
-2.085805767827267065e-01,5.557344459652918678e-02,3.837228084727000237e+02
-1.598223720655313207e-01,-1.439493692703462946e-01,3.740627412340190858e+02
2.603014874531444089e-01,8.076147011061046710e-02,3.703638692819871494e+02
-2.738550573390674536e-02,1.470268704189918729e-01,4.009634087345018543e+02
1.678444978963949952e-01,2.279110103494389472e-01,3.782427897239048775e+02
-4.979507373347824561e-02,-2.185857311348994581e-01,4.007025453093375518e+02
-1.275809042326148113e-02,1.684885304463581424e-01,3.651923966271584732e+02
-2.680668700907085644e-01,1.518883272064331935e-01,3.994715832283140458e+02
2.342623070345769554e-01,1.186154664838213191e-01,3.748073303833494379e+02
2.388737056686649485e-01,-2.104145933773747257e-01,3.814004279916551923e+02
1.315752711464802105e-01,-1.899338620192709548e-01,3.864079605827014348e+02
9.412882612058481868e-02,-5.033964782609662292e-02,3.854398083250241029e+02
1.874470464214814669e-01,2.352361653269618991e-01,3.757904463739212702e+02
1.283113138442548706e-01,-2.207911861588157387e-01,3.792818153986122525e+02
-1.690547136541060980e-01,1.393730531711711573e-01,3.733723875123787366e+02
2.621289301051885623e-01,-3.282323851498974987e-02,3.871212019195899643e+02
1.960147754476918580e-01,1.024120888822078190e-01,3.884739745068055186e+02
2.859848505538354901e-01,9.387516811785068249e-03,3.962682916622337643e+02
-9.472489313811505163e-04,-9.859284411596702657e-02,3.951968315001557244e+02
-3.315447141659777497e-02,-2.131797924900527552e-01,3.924689226123142589e+02
-1.538799163428410111e-01,-1.313154857409972731e-01,3.861402978839614661e+02
-1.331473250760323579e-01,-1.541416763660592160e-01,4.024906817010906934e+02
-1.886621053817835736e-01,6.782036708308875061e-02,3.663776432138125188e+02
2.365540000171809654e-01,-1.881047494827922106e-01,3.786042089871903045e+02
9.959309866485671625e-02,-1.983851722911197935e-01,3.878966838369976813e+02
-2.380452806904233554e-01,2.450733963477812472e-01,3.851736888219394359e+02
2.336387203648351285e-01,-1.850763275143781361e-01,3.730228547665328733e+02
2.371092758664526956e-01,1.426129965796161247e-01,3.929468108808965781e+02
-1.452981014671875792e-01,2.275836323305843178e-01,4.044269394747822162e+02
-1.124912889955555773e-01,-5.465768210668592308e-02,4.022257308403410434e+02
-2.617613825657375548e-01,-1.804718217854045514e-02,3.888018907426880446e+02
-2.650505940157892315e-01,3.610077307589981688e-02,3.768071400636891326e+02
2.580181841936701748e-01,1.408935514325376781e-02,3.667835160234365048e+02
2.118944311471754327e-01,2.211941998242596963e-01,3.843505655177501126e+02
-5.015925532312126567e-02,-2.533276335165660087e-01,4.055137128473772918e+02
-3.491550816324723305e-02,6.764405359281844277e-02,3.813789067049060577e+02
1.151135347673168940e-01,-7.775327781741270261e-02,3.949798834675667649e+02
-2.049651863017500075e-01,8.581096653431313781e-02,3.970864530829136925e+02
-1.416473820737929046e-02,2.334330707888537804e-01,3.989383304450532250e+02
-1.977001387031247504e-01,-9.170091733497348629e-02,3.825355116001690590e+02
-2.781131659393756284e-01,-1.067917363428052546e-01,3.780364437607969990e+02
