x,y,z
-9.314709071693599851e-02,-1.979290595087202509e-01,2.968152715391387630e+01
8.087188904996583938e-02,-2.177889486898287874e-01,3.344004616592832235e+01
6.041041956265952306e-02,-1.255255466015790244e-01,4.364440558532749748e+01
-2.917877343019575909e-02,1.108540016013374041e-01,1.003110441678537157e+01
2.482984844248009582e-02,-1.518353807256182242e-01,2.621421664026384235e+01
9.221496557996378129e-02,-9.711045512457711082e-02,2.969979487553340292e+01
-1.746502823311668617e-02,-1.999118845074357720e-01,1.055043871560075885e+01
-1.964682362283351191e-01,6.964671367502250909e-02,3.377735531354890242e+01
-2.477262895239529805e-01,2.451977527471633778e-01,4.139983769805047586e+01
3.865457912459480116e-02,1.598125906974130483e-01,2.248999523796307543e+01
-8.699455697704777668e-02,2.353019991242480957e-01,4.048374667999344467e+01
1.072401984442739598e-01,-1.779547812625724978e-01,2.396618220135652066e+01
1.894070169534376458e-01,-2.785373969299023700e-01,3.849782086137467640e+00
-1.153312532595609785e-01,-2.153430069382194223e-01,1.093998858794455664e+01
1.660473091951164548e-01,5.403270010645822019e-02,9.758412922027613234e+00
-2.700604881655275791e-01,-1.701979130822173503e-01,3.766782102572072688e+01
2.145348317177077080e-01,1.736819748839092403e-01,1.188630184023965697e+01
-1.925918688293911107e-01,-2.544864579589860565e-01,1.220288072450324357e+01
8.656561175946925202e-02,5.611560951939520425e-02,2.300737857759111549e+01
-1.160600119921077478e-01,-1.542012432612842321e-01,1.468087528582339907e+01
-1.618357451778447142e-01,2.073054504049494096e-01,5.149811655557378742e+00
-6.415147083584210597e-02,-2.825521918772661567e-01,7.393955510189128333e+00
-1.042824672985100953e-01,-3.188551543988737969e-02,8.931352693316442881e+00
2.382002492765947776e-01,-1.009659092813880443e-01,5.140445490009621921e+00
4.965083937505776479e-03,-7.254834127379916620e-02,2.450455967424205905e+00
2.250300171669702420e-01,-5.158137618023456161e-02,3.942193365452371978e+01
-2.774478727579169357e-01,-9.045087691295355947e-02,2.746459027756818116e+01
-9.149480378538360492e-02,-1.305343997666547351e-01,3.759215157143999164e+01
-8.941878046553608517e-02,-2.411488891592652728e-01,9.335057691123493484e+00
-2.170246747541408616e-01,-1.854125016417408622e-01,2.473658090339648652e+01
7.350413903663005621e-02,2.261709376678207040e-01,2.261798898980778461e+00
8.156804095839353952e-02,1.139627179965383985e-01,3.211386058084942619e+01
1.221730986425700327e-01,-2.577891799718222687e-01,2.706699964526071867e+01
2.822915276828871223e-01,2.882039337617794406e-01,9.560135149439753732e+00
-2.104721668798659184e-03,-1.977313847152191162e-01,2.496304106944199575e+01
1.656574073619920817e-01,5.329418023317739062e-02,1.192282438610992301e+01
1.792954190745802423e-01,1.246727751923215055e-01,3.402114144969614529e+01
