name,r,x,y,z
biso,0.05,-0.012318789012101428,0.1787144139088941,16.632468161742686
biso,0.05,0.157669396918367,-0.1344317998467161,10.635536230629999
biso,0.05,-0.018701241482810216,-0.18098791083240579,33.94175151717575
biso,0.05,-0.2311429374668039,0.1329054819511798,20.48940352048432
biso,0.05,-0.1727308486588199,-0.17445026128339375,31.71828678455345
biso,0.05,-0.03766576308976577,-0.08036522570166038,9.913548184333884
biso,0.05,0.14149376704719846,0.08900038503702562,7.964126590929668
biso,0.05,0.12837215090676074,-0.023551654914907433,1.0181512800831152
biso,0.05,-0.12820756951498402,0.16563171082410721,39.06436113698115
biso,0.05,0.07307139400223661,-0.07967327004472835,15.766563376451272
biso,0.05,-0.07545177284807841,0.0776373462884749,25.39837977437527
biso,0.05,0.1461135440777792,0.00021186603509593116,27.622787842326836
biso,0.05,0.23591670985490487,0.13211040082374292,15.23508402083864
biso,0.05,0.24018117471392536,-0.16991388124963525,4.42077505109149
biso,0.05,0.016798532728040994,-0.2384634046962007,14.140561522882823
biso,0.05,0.11231936080036248,-0.08328840043697519,19.042102611610165
biso,0.05,-0.12727833715265213,0.01054908353813555,40.26503335166947
biso,0.05,0.08412993243526495,-0.05242747657529992,0.1436776063836085
biso,0.05,0.05079529490987095,-0.12884314075856493,24.002207564371524
biso,0.05,-0.18157764426064088,-0.026040237999051752,8.038108294113792
biso,0.05,-0.06343404492499444,-0.05835387180809873,0.9688370561374351
biso,0.05,-0.04083138791692589,-0.12395316959219269,5.553888892796102
biso,0.05,0.18757487828656721,0.11039242421047457,9.85027262995345
biso,0.05,0.11975723445388387,0.09837448265548288,40.71099096877262
biso,0.05,-0.14976065073889847,-0.09008086247254449,23.285934394910008
biso,0.05,-0.12845268919805197,-0.20952069560058523,29.91978519310495
biso,0.05,-0.15048789987893763,-0.028528316809414478,44.410251409672505
biso,0.05,0.16771275164229277,0.03266579869178432,41.90344367799178
biso,0.05,-0.08601898892908638,0.15133054700515514,35.02173185232795
biso,0.05,-0.03426410220585335,-0.1305530584175885,19.720218421590534
biso,0.05,0.15281261247072264,0.13720932378611145,38.864770554125585
biso,0.05,0.04509549047970546,-0.018797332966309588,38.49473426859606
biso,0.05,-0.02225103656849714,0.13489490075095067,31.470612236586508
biso,0.05,-0.024307655784321758,-0.07532594184679464,3.149500297634438
biso,0.05,-0.05340756237967964,-0.03634805672000946,1.4572944051424275
biso,0.05,0.19479006917631558,0.230774365303349,20.471141923617907
biso,0.05,0.22382568392397922,-0.15794315158485064,40.801260012861526
biso,0.05,-0.19382878731560504,-0.031734211676104795,41.507723117612656
biso,0.05,-0.0838989097873199,-0.17178036668597788,8.054202946699274
biso,0.05,0.18735471482612243,-0.22213401488673942,32.36257646499116
biso,0.05,-0.13669174979158846,0.14971484043567374,37.969049427814326
biso,0.05,0.10547419850807166,0.19252483941832588,38.21568016829878
biso,0.05,0.1742341438331662,-0.18146378550166886,40.5246499306422
