name,r,x,y,z
biso,0.05,0.6714845334321865,-0.667181737275114,485.23882655457237
biso,0.05,-0.4908118924185765,0.5086161994509691,515.1784551929103
biso,0.05,-0.21777459915710662,0.6813841585142243,453.18884179637126
biso,0.05,0.3034201772362223,-0.4826591693213918,511.1956295675109
biso,0.05,0.3174790384973182,0.2176334026965444,454.495786474258
biso,0.05,0.5507856597312623,-0.043920910141327485,472.8791770949224
biso,0.05,0.20742962170265733,-0.3234573621810957,451.0723092475263
biso,0.05,0.32189385027607875,-0.34833311604285244,528.3366514000325
biso,0.05,0.43618822407422775,0.6714105440839541,510.9336706220624
biso,0.05,0.314549912271881,-0.6485006110974423,473.07093461820085
biso,0.05,-0.2914120672908659,-0.07303015230615573,495.83059263162556
biso,0.05,-0.528899835109293,0.522964364898382,463.1305763425178
biso,0.05,0.01288634180942061,0.06405758722226051,502.4734127268101
biso,0.05,-0.30166071179070764,-0.6024035490052467,490.21341358560795
biso,0.05,0.38142269710306465,-0.5914004891561436,525.7993802634088
biso,0.05,0.5406476440708722,-0.1025097788593694,483.72113194063695
biso,0.05,0.5545103050701298,-0.6180276971081572,469.0566476205444
biso,0.05,0.37392337221717964,0.687383521583984,499.28194711286875
biso,0.05,0.6767863170674054,-0.16077284148502402,450.74232767369404
biso,0.05,-0.038172556471236296,-0.007501013742201468,452.2520792378001
biso,0.05,0.6558828193437453,-0.2784829539013248,510.6710438203818
biso,0.05,-0.6513790684059528,0.49078399663985894,528.7135181360834
biso,0.05,0.45028506738257834,0.5757484399899552,512.6647206596139
biso,0.05,-0.23099181306888805,-0.3535332268478506,498.7387964060461
biso,0.05,0.6071695108130722,-0.4290956000510939,520.9663293151284
biso,0.05,0.2857173751549461,0.522788641840286,530.729523984399
biso,0.05,-0.3492339344520379,0.5854973191289145,528.6590656794066
biso,0.05,-0.5540564445844076,0.17495961795023085,465.01770393343253
biso,0.05,-0.08210839947428061,0.0026803684039904407,525.1342757481909
biso,0.05,-0.23651262916035104,0.10061170967682387,516.0348780230142
biso,0.05,-0.4708699968938105,0.06751650772852658,482.73093277567165
biso,0.05,-0.5171325217387838,0.06286241756119282,518.4708203072988
biso,0.05,-0.533558297532342,0.019826113079708718,516.8473305485492
biso,0.05,-0.05954569710350155,0.6360125905116479,509.22646721195235
biso,0.05,0.29282791968079813,-0.3119259733466768,506.3169109938497
biso,0.05,0.18918306931923057,0.055845835524881204,477.19689833674454
biso,0.05,-0.22368103986753263,0.6034244249678694,478.3968612447805
biso,0.05,0.581602212430315,0.6183939961049466,524.799495327808
biso,0.05,0.014611574178145292,0.3514634173740626,488.8245384058782
biso,0.05,-0.6895221691074195,-0.15215349420462587,506.70274281798106
biso,0.05,-0.17864428390542775,0.2750658616270204,509.04532025627776
biso,0.05,0.21728951310758693,-0.1784507288088435,456.19196915230947
biso,0.05,-0.34666156807914394,-0.2177232038025097,496.1168438650875
biso,0.05,0.5515745062791172,-0.5796945453701182,455.1708097170886
biso,0.05,-0.3441527997987678,-0.293481063975269,495.5296555418963
biso,0.05,-0.534449429005263,0.14303023735889897,504.83276517908934
biso,0.05,0.27463170946327786,0.19495569745273955,527.051224486829
biso,0.05,-0.5859278915671372,0.060301984118002694,491.4743842539998
biso,0.05,0.6246684622194255,-0.5090569290272065,522.8368448974529
biso,0.05,-0.13898356644174803,-0.24575855200886249,504.9371602718674
biso,0.05,0.29761939875088783,-0.4763315204246139,500.57177230826375
biso,0.05,-0.5804671616293169,0.07162585655178311,455.1426654892954
biso,0.05,-0.31324383900509756,-0.27825224334458076,503.35050829011954
biso,0.05,0.21581717245417564,0.4986666411209827,485.52707907277505
biso,0.05,0.5102689798640777,-0.6433223672329766,452.2776121538589
biso,0.05,0.6910587220086638,-0.14508202927363245,511.9575933819962
biso,0.05,-0.6504477306164503,0.29096634244140773,477.0127224734974
biso,0.05,-0.19261781083491003,0.25753868042618666,458.5810079471053
biso,0.05,-0.39380704646368686,0.6423562027133399,468.16673135782287
biso,0.05,-0.2767083816409474,0.34188091674474197,523.7377258361375
biso,0.05,0.5869713939305635,-0.024021350823111298,470.98714526558837
biso,0.05,0.37409932573963134,-0.1844673914838183,467.180015987743
biso,0.05,-0.21887585703870027,-0.5935648043789636,468.0103181957221
